Bill_ID,item_ID,QUANTITY,PRICE,Total,ItemType,ParentID,item_notes,Item,Category
145161.0,113764.0,3.0,25.0,75.0,1.0,0.0,(),maxi cola,drink
145162.0,113711.0,1.0,210.0,210.0,1.0,0.0,combo,wildepic,main
145164.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145165.0,113709.0,2.0,165.0,330.0,1.0,0.0,(),jvolt,drink
145167.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145168.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145169.0,113710.0,1.0,190.0,190.0,1.0,0.0,combo,nash,main
145169.0,113716.0,1.0,280.0,280.0,1.0,0.0,combo,pcnash,main
145169.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145170.0,113716.0,1.0,280.0,280.0,1.0,0.0,(),pcnash,main
145170.0,125542.0,1.0,125.0,125.0,1.0,0.0,(),mega drip,side
145170.0,0.0,1.0,0.0,0.0,4.0,246646.0,(),ranch sauce,sauce
145171.0,113712.0,1.0,210.0,210.0,1.0,0.0,(),wildblaze,main
145171.0,113732.0,1.0,30.0,30.0,2.0,246649.0,(),mushroom,side
145171.0,113741.0,1.0,125.0,125.0,1.0,0.0,(),tnt fries,side
145172.0,113710.0,1.0,190.0,190.0,1.0,0.0,(),nash,main
145173.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145174.0,113708.0,1.0,160.0,160.0,1.0,0.0,(),jog,main
145174.0,113711.0,1.0,210.0,210.0,1.0,0.0,(),wildepic,main
145174.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145175.0,113712.0,5.0,210.0,1050.0,1.0,0.0,combo,wildblaze,main
145176.0,113711.0,1.0,210.0,210.0,1.0,0.0,combo,wildepic,main
145177.0,113718.0,1.0,560.0,560.0,1.0,0.0,(),pcnash,main
145177.0,113712.0,1.0,210.0,210.0,1.0,0.0,(),wildblaze,main
145179.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145179.0,113764.0,1.0,25.0,25.0,1.0,0.0,(),maxi cola,drink
145180.0,113710.0,1.0,190.0,190.0,1.0,0.0,combo,nash,main
145180.0,113713.0,1.0,250.0,250.0,1.0,0.0,combo,wildnash,main
145180.0,113761.0,1.0,30.0,30.0,1.0,0.0,(),double dare,drink
145181.0,113709.0,2.0,165.0,330.0,1.0,0.0,(),jvolt,drink
145181.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145181.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145182.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145182.0,113724.0,1.0,300.0,300.0,1.0,0.0,(),pcvolt,drink
145182.0,113709.0,1.0,165.0,165.0,1.0,0.0,(),jvolt,drink
145182.0,113746.0,1.0,80.0,80.0,1.0,0.0,(),cheesy waffle,main
145183.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145184.0,113711.0,1.0,210.0,210.0,1.0,0.0,combo,wildepic,main
145184.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145185.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145185.0,113710.0,1.0,190.0,190.0,1.0,0.0,(),nash,main
145185.0,113764.0,1.0,25.0,25.0,1.0,0.0,(),maxi cola,drink
145186.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145187.0,113708.0,1.0,160.0,160.0,1.0,0.0,combo,jog,main
